iter	MultiClass
600	0.7217513977
601	0.7203379066
602	0.7192035253
603	0.7182528829
604	0.7168777572
605	0.7158049586
606	0.7144489737
607	0.7129251634
608	0.7112809273
609	0.709581733
610	0.7083635538
611	0.7067710425
612	0.7049194436
613	0.704249213
614	0.7031189038
615	0.7017402036
616	0.7009260746
617	0.7000169895
618	0.6981921731
619	0.6974313736
620	0.6962784225
621	0.6951962153
622	0.6941856799
623	0.6928054118
624	0.691726263
625	0.6913043613
626	0.6900107318
627	0.6892464089
628	0.6879803101
629	0.6864036398
630	0.6856933455
631	0.6845308031
632	0.6829930618
633	0.6822976124
634	0.6817544993
635	0.6802497151
636	0.6787175423
637	0.6771350986
638	0.6758923156
639	0.6747410763
640	0.6737660391
641	0.6725517329
642	0.6718765955
643	0.6712290188
644	0.6699625668
645	0.6695989613
646	0.668546296
647	0.6676777422
648	0.6667526833
649	0.6661510186
650	0.6646175823
651	0.6640604418
652	0.66258008
653	0.6618566776
654	0.6615730021
655	0.6603689548
656	0.6595762968
657	0.6585705234
658	0.6570535862
659	0.6558523126
660	0.6543387945
661	0.6533348857
662	0.6520845104
663	0.6506263943
664	0.6499323464
665	0.6491059275
666	0.6480423064
667	0.6472412575
668	0.6456970434
669	0.6450421218
670	0.643834454
671	0.6424857146
672	0.6410418455
673	0.6396274369
674	0.6384992135
675	0.6370660201
676	0.6357061554
677	0.6346856608
678	0.6344070621
679	0.6332036523
680	0.6322255019
681	0.6309770346
682	0.63017107
683	0.6295287252
684	0.6284750836
685	0.6274507088
686	0.6267085024
687	0.6259846682
688	0.6249571968
689	0.6243764275
690	0.6233374394
691	0.622283941
692	0.6214246652
693	0.6206239841
694	0.6194976403
695	0.6190774761
696	0.6180481283
697	0.616737263
698	0.6157297401
699	0.6146864486
700	0.613386889
701	0.6119823981
702	0.6106754674
703	0.6093431659
704	0.6086329222
705	0.6075809251
706	0.6068313644
707	0.6056692857
708	0.6047090795
709	0.6039664673
710	0.6028221249
711	0.6015421373
712	0.6004218263
713	0.5990919968
714	0.5984476832
715	0.5972130828
716	0.5959657765
717	0.5950005144
718	0.5941033775
719	0.59312922
720	0.5921413819
721	0.5918923285
722	0.5909523103
723	0.5894530653
724	0.5888032407
725	0.5881937851
726	0.5873727692
727	0.5860979395
728	0.5856880075
729	0.5849280474
730	0.583979313
731	0.5828553368
732	0.5820109231
733	0.5811977144
734	0.5802483432
735	0.5794218772
736	0.5782026672
737	0.5772180015
738	0.5761931391
739	0.5752093991
740	0.574687555
741	0.5737546813
742	0.5728129023
743	0.5717006695
744	0.5710426809
745	0.5701851807
746	0.5693588071
747	0.5684922431
748	0.5675830757
749	0.5670094335
750	0.5666092971
751	0.5660561359
752	0.565490484
753	0.5645747253
754	0.5634779439
755	0.5624647578
756	0.5617191463
757	0.5611100923
758	0.560140601
759	0.5595283072
760	0.5584652987
761	0.5575254303
762	0.5570577246
763	0.5567121845
764	0.5560316645
765	0.555428909
766	0.5548403144
767	0.5538099461
768	0.5526820866
769	0.5520139607
770	0.551425033
771	0.5504746837
772	0.5496351725
773	0.5488200976
774	0.5481241902
775	0.5474946953
776	0.5465922964
777	0.5460569642
778	0.5456289919
779	0.5451309309
780	0.5449224812
781	0.5444013717
782	0.5434435213
783	0.5429007579
784	0.5421576972
785	0.5412899103
786	0.5407981133
787	0.5398834485
788	0.5393605827
789	0.5387305019
790	0.5381349595
791	0.5372939479
792	0.5366515353
793	0.5357054591
794	0.5346116774
795	0.5342359935
796	0.5337843725
797	0.5331564036
798	0.5324232918
799	0.5317972228
800	0.5305439104
801	0.5296543934
802	0.5291153397
803	0.5286502211
804	0.5279166343
805	0.5268850241
806	0.5261368786
807	0.5254649807
808	0.5248091915
809	0.5241868911
810	0.5233633602
811	0.5225032683
812	0.5217449671
813	0.5213120648
814	0.5205158922
815	0.5194323919
816	0.5185901375
817	0.5175908383
818	0.5171939626
819	0.5162196517
820	0.5155285779
821	0.5146219587
822	0.5138140209
823	0.5131893438
824	0.5125796613
825	0.5119043114
826	0.5115425266
827	0.5109791372
828	0.5103105661
829	0.5093711814
830	0.5086384686
831	0.5079352348
832	0.5075103554
833	0.5068434586
834	0.5059751587
835	0.5052738162
836	0.5046980007
837	0.5040462163
838	0.5033896869
839	0.5025813685
840	0.5016975014
841	0.5008692906
842	0.4999151447
843	0.4992763484
844	0.4985720895
845	0.4979704567
846	0.4973243372
847	0.49686895
848	0.4965988517
849	0.4958446269
850	0.4951781823
851	0.4944915756
852	0.4938065207
853	0.4929150249
854	0.4924209235
855	0.4918607735
856	0.4911422966
857	0.4905458033
858	0.4900433214
859	0.4891332541
860	0.4886309199
861	0.4877528269
862	0.4873569908
863	0.4865628503
864	0.4860933168
865	0.4855252616
866	0.4847373611
867	0.4841667186
868	0.4835227678
869	0.4829037076
870	0.4824530016
871	0.4816754534
872	0.4809300085
873	0.4805111541
874	0.4795696459
875	0.4785436751
876	0.478158245
877	0.4779934682
878	0.4775219775
879	0.4770136723
880	0.4762014995
881	0.475542895
882	0.4748689142
883	0.4745099689
884	0.4739282185
885	0.4735389894
886	0.4733639984
887	0.4730007846
888	0.4722635866
889	0.4717964298
890	0.4712323666
891	0.4705667817
892	0.4698648874
893	0.4696989878
894	0.4693086403
895	0.4686643401
896	0.4680082765
897	0.4674073492
898	0.4669864508
899	0.466309746
900	0.4655899173
901	0.4648422816
902	0.4642904982
903	0.4635756202
904	0.4628083205
905	0.4621130966
906	0.4614091964
907	0.4606084535
908	0.4601400172
909	0.4597214966
910	0.4593441465
911	0.4588864543
912	0.4583789677
913	0.4579184708
914	0.4575202278
915	0.4572083306
916	0.456332822
917	0.4558415066
918	0.4552359237
919	0.4545756153
920	0.4538634076
921	0.4534858696
922	0.4529618617
923	0.4521612567
924	0.4519612024
925	0.4515125661
926	0.4507307863
927	0.4502497846
928	0.4498701325
929	0.4491409137
930	0.4488600241
931	0.4481615037
932	0.4475642915
933	0.4468071255
934	0.4460737046
935	0.445519168
936	0.4447224304
937	0.4440856887
938	0.4438673433
939	0.4430099465
940	0.4425282549
941	0.4420456203
942	0.4416792383
943	0.4409920211
944	0.4402581547
945	0.4399566942
946	0.4394060242
947	0.4387161187
948	0.4382677164
949	0.4379747321
950	0.4371945579
951	0.4367996532
952	0.4361419471
953	0.4357078934
954	0.4352225766
955	0.4344162556
956	0.4336808407
957	0.4331097042
958	0.4325231414
959	0.4321317367
960	0.4319093671
961	0.4314220066
962	0.4308697864
963	0.4306678326
964	0.4299520944
965	0.4294320452
966	0.429292488
967	0.4288699204
968	0.4283499355
969	0.4282788413
970	0.4275613485
971	0.4268804022
972	0.4264969564
973	0.4257250219
974	0.4252962928
975	0.424989455
976	0.4243184732
977	0.4239224206
978	0.4233050007
979	0.4228449846
980	0.4221758262
981	0.4219929544
982	0.4217172653
983	0.421174463
984	0.4204984211
985	0.4200261869
986	0.4193847372
987	0.4190885113
988	0.4182673842
989	0.4176993373
990	0.417068519
991	0.4167086435
992	0.4163588846
993	0.4158328596
994	0.4152375049
995	0.414630874
996	0.4144053084
997	0.4137736565
998	0.4135297904
999	0.4129034995
